Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
#country+name,#country+code,#date+year,#indicator+name,#indicator+code,#indicator+value+num
India,IND,2018,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,12.1062747399821
India,IND,2017,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,11.1100367487747
India,IND,2016,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,11.2529520365932
India,IND,2015,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,11.3577987120546
India,IND,2014,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,11.6870933048728
India,IND,2013,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,12.2735572326948
India,IND,2012,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,12.3352782358364
India,IND,2011,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,11.863964600756
India,IND,2010,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,11.6960783853258
India,IND,2009,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,10.8742144975051
India,IND,2008,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,13.4804984898335
India,IND,2007,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,12.8809687369418
India,IND,2006,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,13.6083666091124
India,IND,2005,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,12.1096466626337
India,IND,2004,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,10.3700226386475
India,IND,2003,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,8.02693935735915
India,IND,2002,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,7.86839950493363
India,IND,2001,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,7.71173387814272
India,IND,2000,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,7.65872044376949
India,IND,1999,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,6.92651740079469
India,IND,1998,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,6.22545178748377
India,IND,1997,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,5.18273310231354
India,IND,1996,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,4.68555830494625
India,IND,1995,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,4.7303263503925
India,IND,1994,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,4.35043707999033
India,IND,1993,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,4.15458182091963
India,IND,1992,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,4.04887171235016
India,IND,1991,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,4.02455545165036
India,IND,1990,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,3.3380410068357
India,IND,1989,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,3.38243885842509
India,IND,1988,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,3.07249558262388
India,IND,1987,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,2.86437809748369
India,IND,1986,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,2.88110710178058
India,IND,1985,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,3.1340778083053
India,IND,1984,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,3.23981372509588
India,IND,1983,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,3.20492414058426
India,IND,1982,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,3.1906570664054
India,IND,1981,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,3.12485090576307
India,IND,1980,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,3.19468474076158
India,IND,1979,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,2.74697396199236
India,IND,1978,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,2.30300929394079
India,IND,1977,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,2.1423490963763
India,IND,1976,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,2.1380796156735
India,IND,1975,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,1.92443614805864
India,IND,2018,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,12.1658321353386
India,IND,2017,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,48.0686842872581
India,IND,2016,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,48.853650362502
India,IND,2015,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,51.0084850489017
India,IND,2014,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,49.0238561698687
India,IND,2013,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,49.8412107239714
India,IND,2012,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,50.0903782845129
India,IND,2011,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,43.0443147306109
India,IND,2010,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,47.4269226377062
India,IND,2009,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,52.0153001173887
India,IND,2008,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,48.7161412749868
India,IND,2007,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,34.5748250456684
India,IND,2006,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,37.4079206331213
India,IND,2005,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,35.8180919843713
India,IND,2004,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,41.0947472418037
India,IND,2003,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,40.2912282997345
India,IND,2002,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,31.8453417019755
India,IND,2001,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,29.2147637711746
India,IND,2000,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,29.4549107938997
India,IND,1999,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,44.3976841236384
India,IND,1998,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,35.1136827143616
India,IND,1997,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,29.2340375069925
India,IND,1996,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,28.8576309934404
India,IND,1995,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,29.3127351084228
India,IND,1994,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,28.9715139703497
India,IND,1993,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,24.7360174950292
India,IND,1992,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,27.5701140831711
India,IND,1991,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,32.2889858174422
India,IND,1990,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,31.7654262493989
India,IND,1989,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,31.0930518643175
India,IND,1988,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,30.6026162194108
India,IND,1987,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,33.1045209477409
India,IND,1986,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,32.9190935290845
India,IND,1985,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,29.1931381805294
India,IND,1984,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,29.0850793923675
India,IND,1983,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,33.1567582619307
India,IND,1982,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,29.318634014228
India,IND,1981,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,30.8196716667132
India,IND,1980,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,30.9699662768728
India,IND,1979,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,29.2029753730413
India,IND,1978,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,25.9580468397098
India,IND,1977,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,29.2166493626453
India,IND,1976,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,29.9409066415352
India,IND,1975,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,22.850172547247
India,IND,2018,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,51137462774.5212
India,IND,2017,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,44970367090.4048
India,IND,2016,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,42846175152.8798
India,IND,2015,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,37893770662.1342
India,IND,2014,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,37581219762.0798
India,IND,2013,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,33032163023.4101
India,IND,2012,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,30741858254.1987
India,IND,2011,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,26190542392.0806
India,IND,2010,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,25563053870.3978
India,IND,2009,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,21271739132.997
India,IND,2008,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,20957686734.5757
India,IND,2007,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,19165591221.1248
India,IND,2006,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,14444753969.5897
India,IND,2005,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,12295901918.084
India,IND,2004,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,8742093681.62157
India,IND,2003,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,8385656719.24729
India,IND,2002,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,7097367015.27475
India,IND,2001,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,7665606813.88061
India,IND,2000,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,7413309781.54052
India,IND,1999,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,5629262879.51847
India,IND,1998,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,5442563219.19645
India,IND,1997,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,5001731352.96379
India,IND,1996,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,4666612444.55706
India,IND,1995,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,5219212826.6662
India,IND,1994,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,4370012165.49085
India,IND,1993,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,4121396503.27679
India,IND,1992,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,4288577623.7735
India,IND,1991,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,4234913173.18786
India,IND,1990,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,3693420340.83522
India,IND,1989,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,2497781425.68628
India,IND,1988,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,2210699748.88076
India,IND,1987,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,1605468709.76189
India,IND,1986,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,1581115592.79694
India,IND,1985,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,1346670836.0772
India,IND,1984,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,1166219306.1102
India,IND,1983,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,981646654.919444
India,IND,1982,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,690052481.82346
India,IND,1981,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,512792919.535847
India,IND,1980,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,523170061.935227
India,IND,1979,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,484914417.185927
India,IND,1978,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,492229931.763537
India,IND,1977,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,424572700.756775
India,IND,1976,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,355048125.708882
India,IND,1975,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,387892895.920199
India,IND,2018,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,642960117087.838
India,IND,2017,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,561612525785.533
India,IND,2016,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,472012694192.71
India,IND,2015,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,491880074570.799
India,IND,2014,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,553552854081.367
India,IND,2013,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,560408478123.575
India,IND,2012,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,579908579784.452
India,IND,2011,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,553062186679.575
India,IND,2010,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,439059034248.05
India,IND,2009,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,328257176213.271
India,IND,2008,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,379479380179.347
India,IND,2007,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,278785752272.433
India,IND,2006,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,225086027161.736
India,IND,2005,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,181858367950.56
India,IND,2004,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,130980013020.093
India,IND,2003,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,92959121913.9984
India,IND,2002,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,75741490127.6454
India,IND,2001,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,71311160936.1966
India,IND,2000,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,73075192253.4588
India,IND,1999,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,62827495215.8222
India,IND,1998,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,59367859754.3617
India,IND,1997,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,58172791087.9908
India,IND,1996,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,54959987567.5137
India,IND,1995,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,48225107456.5025
India,IND,1994,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,37872390417.4142
India,IND,1993,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,30604948801.5936
India,IND,1992,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,29665639165.5541
India,IND,1991,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,27031902767.4675
